u,g,r,i,z,class
22.08512,20.35941,18.61907,17.94971,17.57875,GALAXY
22.03014,19.74499,18.38691,17.77099,17.35207,GALAXY
23.46038,21.39051,19.92701,18.86275,18.39228,QSO
24.52031,22.18332,20.42838,19.48924,19.05309,GALAXY
19.99341,19.13485,18.66542,18.37358,18.21527,GALAXY
21.27031,18.79766,17.75753,17.27271,16.9273,GALAXY
21.84148,21.88626,20.06907,19.15984,18.59341,GALAXY
23.68948,22.74024,21.46556,20.07475,19.49358,GALAXY
24.25271,22.33424,20.4768,19.47986,18.93918,GALAXY
22.64199,20.84682,19.6384,18.8402,18.42052,GALAXY
22.28615,21.17615,19.81313,19.0284,18.64301,GALAXY
22.86244,21.82805,20.43846,19.65387,19.13102,GALAXY
19.22298,17.20654,15.99587,15.47352,15.18241,GALAXY
23.56669,22.83542,20.89864,19.87992,19.22681,GALAXY
23.81424,21.03431,19.05635,18.39347,18.00929,GALAXY
20.80069,18.07434,16.60533,16.0581,15.68324,GALAXY
22.5754,20.5157,18.77549,18.16344,17.80393,GALAXY
23.8506,21.71558,20.6842,19.74905,19.27219,GALAXY
23.0147,22.58521,20.89262,19.99733,19.3491,GALAXY
23.25075,23.44722,21.95222,20.56209,19.83471,GALAXY
23.48459,22.19214,20.47836,19.63925,19.09439,GALAXY
22.9969,22.08201,20.53779,19.51339,19.18106,GALAXY
20.4382,18.27867,16.97736,16.47558,16.07813,GALAXY
23.47878,21.96586,20.24365,19.40473,18.86873,GALAXY
25.50851,21.64259,19.83555,18.99192,18.54914,GALAXY
25.61039,22.32266,20.43832,19.24249,18.8689,GALAXY
24.59896,22.41168,21.1162,20.05293,19.90367,GALAXY
20.03985,18.11856,17.11492,16.63307,16.26575,GALAXY
25.51946,23.48474,21.66753,20.43201,19.96817,GALAXY
19.69113,17.8033,16.86178,16.36607,16.00249,GALAXY
21.20545,20.75532,20.78555,20.57784,20.17558,QSO
23.86447,21.72098,21.56618,21.52239,21.94136,QSO
23.09176,23.00655,21.17544,19.89729,19.48702,GALAXY
20.47876,18.60354,17.33314,16.77469,16.36858,GALAXY
20.54271,20.2423,20.04443,20.13385,19.85402,QSO
24.28226,20.43189,18.66919,18.04499,17.6324,GALAXY
22.43545,22.42567,20.52356,19.35037,18.63857,GALAXY
22.35956,21.88185,21.85783,21.97782,21.09865,QSO
19.57,17.67319,16.70345,16.27465,15.89073,GALAXY
23.65499,22.05753,20.57713,19.39229,18.78174,GALAXY
24.22235,21.16084,19.29411,18.65607,18.20835,GALAXY
18.806,16.89206,16.04668,15.61968,15.30665,GALAXY
24.84147,22.0202,20.36811,19.15455,18.83359,GALAXY
25.74065,21.93366,20.18458,19.35969,18.96987,GALAXY
22.21214,19.81528,18.29263,17.68951,17.30142,GALAXY
20.63362,18.78074,17.70598,17.17362,16.77786,GALAXY
19.26778,18.14011,17.52554,17.13725,16.9548,GALAXY
22.40036,21.38045,20.21,19.38882,18.91105,GALAXY
23.52738,22.30178,20.53489,19.24867,18.72879,GALAXY
19.66164,17.82306,17.38238,17.10462,16.91325,GALAXY
19.63084,19.41997,19.08687,18.95984,18.98671,QSO
20.17342,18.18666,16.93717,16.44022,16.03045,GALAXY
23.17854,21.87641,20.01193,19.10695,18.55297,GALAXY
22.71264,21.08252,19.31429,18.63446,18.18723,GALAXY
26.26917,22.87056,21.00416,19.74854,19.22798,GALAXY
23.34059,18.88888,17.58444,16.98113,16.57155,GALAXY
24.96227,22.24119,20.71431,19.70917,19.14487,GALAXY
20.57349,18.29844,16.94471,16.42984,16.07216,GALAXY
20.01285,18.20198,17.39164,16.90658,16.58277,GALAXY
23.02028,21.06755,19.3318,18.67313,18.27227,GALAXY
24.05702,20.45929,19.36427,18.60519,18.24329,GALAXY
18.90309,17.75058,17.38103,17.17766,17.05208,GALAXY
22.35377,21.95128,20.30062,19.34787,18.78387,GALAXY
22.36106,21.82917,21.6443,21.72683,21.48816,QSO
19.23998,17.56045,16.64229,16.20539,15.88092,GALAXY
24.65285,22.01439,20.36273,19.50365,19.08175,GALAXY
25.99064,21.1062,19.32854,18.62889,18.17116,GALAXY
22.58845,21.82742,20.96235,20.09347,19.79456,GALAXY
21.86812,21.04008,21.06728,21.05635,21.02873,QSO
22.71344,22.66447,20.77562,19.61715,19.00493,GALAXY
24.63047,21.83393,20.0835,19.27696,18.90084,GALAXY
18.83631,17.60443,17.16797,16.9031,16.78763,GALAXY
20.08074,18.30344,17.45153,17.05551,16.8437,GALAXY
23.60146,20.88388,19.06198,18.43955,18.08771,GALAXY
23.29667,23.41646,21.85555,20.12821,19.60514,GALAXY
23.03171,21.74896,20.39692,19.61545,19.11543,GALAXY
20.86897,20.31722,20.20302,20.15788,19.94787,QSO
22.84618,20.85671,19.12293,18.43949,17.9939,GALAXY
22.1188,20.57926,18.95371,18.25212,17.79087,GALAXY
23.71399,21.83326,20.29981,19.44218,19.05898,GALAXY
23.791,22.52643,20.45588,19.49989,18.99707,GALAXY
21.08085,18.85786,17.89278,17.48329,17.15683,GALAXY
24.69634,22.5243,20.25857,19.38577,18.84197,GALAXY
19.29183,18.58921,18.35187,18.20132,19.26151,GALAXY
19.28666,19.21952,19.04372,19.14399,19.42164,GALAXY
22.15434,21.43756,19.792,18.85266,18.33866,GALAXY
20.05552,18.13904,17.0972,16.62606,16.251,GALAXY
22.18426,19.76894,18.1848,17.60848,17.24652,GALAXY
23.39324,21.87206,20.58621,19.50768,19.03582,GALAXY
19.40494,17.1688,16.09908,15.61657,15.23362,GALAXY
24.63443,22.1531,20.29006,19.27645,18.67871,GALAXY
23.46739,20.17522,19.78956,19.74183,19.72425,QSO
21.65928,21.24979,21.03949,20.7474,20.78314,QSO
19.17776,17.84249,17.31165,16.98151,16.87146,GALAXY
26.17774,23.35918,21.27501,19.89783,19.33816,GALAXY
23.04947,21.63343,21.09522,20.51501,20.35811,QSO
26.65902,21.86885,20.2987,19.34656,18.87159,GALAXY
26.59092,22.55552,20.66563,19.30991,18.61903,GALAXY
22.87673,22.08506,21.06347,20.03902,19.52792,GALAXY
20.71175,18.67786,17.46625,17.00302,16.64191,GALAXY
19.53673,18.82316,18.65372,18.60476,18.57356,QSO
18.30251,17.08222,16.73025,16.56319,16.42294,GALAXY
20.80002,18.74012,17.55096,17.04808,16.64349,GALAXY
19.8722,17.77071,16.97672,16.50344,16.21931,GALAXY
23.36025,20.99911,19.24702,18.252,17.77294,GALAXY
21.27798,20.79657,20.71648,20.53128,20.37212,QSO
25.68186,21.59634,19.72745,18.85769,18.45684,GALAXY
19.44301,18.33644,17.68936,17.28492,17.02561,GALAXY
24.22701,22.0971,21.91843,22.49672,21.40347,QSO
18.61183,16.64854,15.72884,15.27463,14.93847,GALAXY
21.13124,18.79922,17.69972,17.23506,16.85989,GALAXY
22.23305,20.646,18.7268,18.0608,17.67577,GALAXY
20.29789,18.72313,17.5503,17.06534,16.75447,GALAXY
24.23519,23.51933,21.6771,20.59008,19.79508,GALAXY
23.15937,25.21594,21.74716,20.11854,19.24905,GALAXY
26.26385,22.03365,20.29431,19.17727,18.70908,GALAXY
20.96587,20.48896,20.49162,20.46601,19.90868,QSO
19.5288,17.51244,16.49977,16.04833,15.69727,GALAXY
21.21519,19.27814,17.89469,17.32537,16.99032,GALAXY
17.95429,16.78587,16.22252,15.8303,15.59696,GALAXY
24.39966,22.18023,20.53022,19.57925,19.13218,GALAXY
25.904,22.10711,20.41885,19.49822,19.15215,GALAXY
22.63326,22.03112,21.93666,21.92373,21.74897,QSO
23.16821,21.86275,20.21483,19.04027,18.39903,GALAXY
21.84446,21.39279,21.11818,21.17755,21.29608,GALAXY
19.3477,17.68254,17.00372,16.61389,16.35319,GALAXY
26.33864,21.80575,20.18824,19.28475,18.84757,GALAXY
25.01238,22.52691,20.48225,19.58453,19.32699,GALAXY
23.19744,21.37857,20.57022,20.29467,20.08413,QSO
19.11489,17.41476,16.54855,16.06679,15.6717,GALAXY
24.0659,22.87645,20.98735,19.76786,19.17869,GALAXY
19.78376,19.51631,19.34408,19.33224,19.08504,QSO
20.0436,18.26838,17.40814,17.0085,16.68383,GALAXY
19.33875,18.22644,17.63812,17.20173,17.05314,GALAXY
17.63665,15.9069,15.12498,14.68731,14.37778,GALAXY
20.24817,18.44703,17.53502,17.02383,16.6764,GALAXY
19.45926,18.20602,17.6432,17.28355,17.11273,GALAXY
18.93708,16.9665,16.01144,15.56996,15.21996,GALAXY
26.87494,21.91312,19.95976,18.80734,18.3404,GALAXY
23.2167,21.37643,19.82978,18.99957,18.47129,GALAXY
18.18472,17.09925,16.62878,16.36036,16.25548,GALAXY
23.74917,22.33291,20.3515,19.39579,18.86205,GALAXY
22.85151,20.90739,19.10036,18.39838,17.94678,GALAXY
25.78287,21.40808,19.49012,18.74272,18.22252,GALAXY
19.71335,18.18024,17.36815,16.87178,16.52293,GALAXY
23.03416,22.39838,20.54206,19.68457,19.35619,GALAXY
25.83812,22.60525,20.63431,19.70201,19.15187,GALAXY
18.78758,18.65593,18.49323,18.6025,18.52117,QSO
24.45741,21.13263,19.45504,18.4676,17.89987,GALAXY
19.20453,17.96616,17.23893,16.79773,16.61341,GALAXY
25.22642,22.52391,20.7966,19.6286,18.96601,GALAXY
21.9363,21.25824,20.74586,19.75886,20.69505,GALAXY
25.29738,22.73874,20.7732,19.62747,19.25747,GALAXY
26.55835,22.16691,19.7012,19.01393,18.36564,GALAXY
25.3642,22.68145,20.55303,19.56049,19.05388,GALAXY
19.23306,17.48665,16.66678,16.26064,15.93444,GALAXY
17.61622,15.64976,14.76758,14.34362,14.01917,GALAXY
23.4828,21.05105,20.55417,20.20748,20.18169,QSO
23.47303,23.6099,20.94955,21.14746,19.01484,GALAXY
22.40867,21.97965,21.51207,21.11907,19.6878,GALAXY
21.25314,19.15291,17.6617,17.10987,16.7422,GALAXY
23.07002,22.20122,20.38272,19.3672,18.88602,GALAXY
18.72816,16.60898,15.55641,15.09419,14.70991,GALAXY
23.93295,21.62298,19.66307,19.01707,18.58744,GALAXY
23.07328,22.65153,20.77697,19.77434,19.50066,GALAXY
24.55871,21.26373,20.45727,20.15733,19.95747,GALAXY
23.58789,22.41889,20.82664,19.78195,19.12692,GALAXY
22.63602,20.88499,19.10068,18.45317,18.09805,GALAXY
23.05279,20.66288,18.83656,18.18144,17.79637,GALAXY
25.70229,20.70354,18.97781,18.35159,17.93247,GALAXY
20.61979,18.72066,17.69981,17.26587,16.89845,GALAXY
22.84995,22.21399,20.5165,19.51209,18.97397,GALAXY
25.99546,21.7675,20.08124,19.25939,18.78512,GALAXY
23.0117,23.11256,21.25813,20.08178,19.43902,GALAXY
23.8582,22.05695,20.79998,19.54922,19.09563,GALAXY
21.38497,20.83022,20.92237,20.92576,20.59825,QSO
22.00148,20.65326,18.9872,18.3327,17.90659,GALAXY
18.8704,17.79543,17.02459,16.50423,16.27817,QSO
24.73184,20.69149,19.12917,18.38352,17.95517,GALAXY
26.32179,22.3293,20.64259,19.82392,19.53131,GALAXY
21.1082,19.25809,17.91615,17.30057,16.88007,GALAXY
22.55209,20.17742,18.29334,17.65005,17.30316,GALAXY
22.26452,20.05513,18.39323,17.76145,17.33156,GALAXY
22.11426,20.76197,18.97147,18.33512,17.88705,GALAXY
23.39828,21.04131,19.2056,18.51466,18.03427,GALAXY
21.89756,21.06845,20.82743,20.85907,20.46189,QSO
21.84134,21.43778,20.85873,19.94489,19.45629,GALAXY
23.60118,22.00365,20.48993,19.6762,19.27202,GALAXY
21.66378,20.21499,19.53853,18.84721,18.42105,GALAXY
19.52609,18.37977,17.68199,17.28597,16.94486,GALAXY
23.18054,23.78566,21.3717,20.24901,19.61157,GALAXY
22.43166,20.41822,20.27742,20.32211,20.14323,QSO
24.5103,22.9394,21.5157,20.21262,19.99497,GALAXY
20.02925,18.36276,17.43767,17.00034,16.61569,GALAXY
20.16063,20.10038,20.04856,20.25326,20.00634,QSO
21.80654,21.15472,21.24735,21.33075,20.85015,QSO
22.10906,20.95115,19.22598,18.53451,18.11485,GALAXY
19.78484,18.35278,17.35063,16.84157,16.47661,GALAXY
19.71044,19.0694,18.86894,18.86235,18.62843,QSO
25.22863,22.76985,21.08759,20.16057,19.63559,GALAXY
20.95014,18.93256,17.91349,17.35879,16.9674,GALAXY
20.75867,18.78111,17.64544,17.17385,16.79795,GALAXY
26.295,21.6518,20.22413,19.38512,19.01874,GALAXY
21.7595,19.23207,17.82149,17.29234,16.90851,GALAXY
25.25325,22.50247,20.29235,19.23429,18.90718,GALAXY
25.57998,21.97714,20.40615,19.37316,18.98068,GALAXY
20.36576,18.14184,16.52619,16.04688,15.67264,GALAXY
22.80701,21.90628,21.70409,21.78246,21.12633,QSO
23.07742,21.87527,22.06841,21.76114,21.50802,QSO
26.8255,21.89945,20.13743,19.23557,18.93818,GALAXY
21.23107,19.70049,18.19855,17.64245,17.31724,GALAXY
20.10492,18.16977,17.11871,16.61732,16.14655,GALAXY
24.11277,22.39824,20.74269,19.82694,19.33217,GALAXY
19.45394,18.22501,17.6757,17.33425,17.12407,GALAXY
25.60995,22.68894,20.64151,19.68967,19.08822,GALAXY
20.7187,18.49619,17.1087,16.59189,16.17476,GALAXY
23.48661,20.86052,18.96191,18.34174,18.02162,GALAXY
20.94044,18.87476,17.86926,17.34077,16.96288,GALAXY
20.31112,18.29882,17.31686,16.85933,16.47445,GALAXY
24.26599,23.34935,21.63058,20.28651,19.67876,GALAXY
22.58718,21.60524,19.84377,18.94923,18.40105,GALAXY
19.47998,19.30284,19.12627,19.1237,19.28155,QSO
20.55552,19.65611,19.46564,19.3886,19.12166,QSO
17.92471,16.89563,16.34107,16.06352,15.82847,GALAXY
23.9912,24.87919,17.18469,25.17918,23.68273,QSO
22.29348,21.46188,21.42225,21.30307,21.06499,QSO
22.62736,20.47706,18.68103,18.01943,17.71918,GALAXY
25.31863,23.22125,20.98148,19.92905,19.56896,GALAXY
25.02643,21.81569,20.5346,19.59373,19.15066,GALAXY
20.68059,18.88874,17.69685,17.25197,16.86031,GALAXY
21.80998,19.85007,18.30485,17.74073,17.3027,GALAXY
22.88265,22.87285,20.94754,19.98208,19.70735,GALAXY
24.25578,23.9672,21.02086,19.83931,19.23507,GALAXY
26.16371,21.34188,19.41045,18.70171,18.20399,GALAXY
22.11838,18.36856,17.13629,16.61545,16.18316,GALAXY
22.91263,21.92645,20.23155,19.26561,18.81596,GALAXY
22.95462,20.1428,18.45349,17.85669,17.48799,GALAXY
20.72966,18.73531,17.75189,17.35264,17.06908,GALAXY
19.35801,17.7195,16.98993,16.59031,16.33498,GALAXY
24.36374,21.35764,19.55452,18.91307,18.57058,GALAXY
23.99455,21.35642,19.31567,18.57133,18.16988,GALAXY
23.90919,21.09522,19.26163,18.63531,18.24726,GALAXY
25.66476,22.47157,21.19515,21.05948,21.22184,QSO
18.61003,17.3277,16.73719,16.41818,16.15305,GALAXY
22.63298,21.89763,20.59096,19.72799,19.29359,GALAXY
20.21045,20.13797,20.27398,19.98861,20.13361,QSO
24.76162,23.05072,20.90479,19.66769,19.19803,GALAXY
19.46512,17.52969,16.61999,16.20802,15.86934,GALAXY
19.56009,19.27938,18.87287,18.63107,18.6211,QSO
25.82784,21.11214,19.38277,18.48507,18.08644,GALAXY
20.35192,18.34661,17.04216,16.49586,16.13265,GALAXY
24.18348,22.34152,21.09255,20.0279,19.56932,GALAXY
20.06682,18.55597,17.49389,17.0085,16.70153,GALAXY
23.61856,22.36637,20.31328,19.38778,18.82659,GALAXY
25.05972,21.70546,20.45345,19.70896,19.27172,GALAXY
19.58418,17.99805,17.23533,16.83009,16.55141,GALAXY
17.19196,15.21131,14.31107,13.87703,13.5967,GALAXY
23.05865,22.25917,22.18702,22.08392,22.21259,QSO
18.46841,17.46578,16.99727,16.6327,16.4792,GALAXY
22.44384,21.45414,19.54834,18.73661,18.20645,GALAXY
25.51253,22.38908,20.53205,19.63372,19.04072,GALAXY
20.78747,18.95676,17.7405,17.18953,16.79545,GALAXY
24.91631,22.63188,21.02087,19.92186,19.50252,GALAXY
18.3917,16.67394,15.92221,15.54771,15.25926,GALAXY
22.03023,20.12245,18.20797,17.55329,17.21838,GALAXY
22.39498,19.79095,18.25629,17.66688,17.33235,GALAXY
22.13474,21.73878,20.49726,19.69126,19.32378,GALAXY
20.90104,18.8891,17.78292,17.32659,16.91688,GALAXY
18.90434,18.72553,18.46624,18.49072,18.59979,QSO
24.16545,22.02263,20.34492,19.22799,18.81405,GALAXY
22.57804,22.13919,20.38429,19.50321,18.98406,GALAXY
21.19818,20.56113,20.45442,20.38956,20.47126,QSO
24.38564,23.22809,21.37022,20.13503,19.50886,GALAXY
24.58262,21.41742,20.82855,20.66399,20.99534,QSO
20.46053,18.41839,17.21427,16.71557,16.31728,GALAXY
22.64391,21.58691,21.37063,21.3317,22.07664,QSO
20.12052,17.95066,16.93623,16.30132,15.90802,GALAXY
20.65472,18.79206,17.41994,16.86519,16.46275,GALAXY
23.23271,22.2992,20.12268,19.1827,18.70075,GALAXY
19.461,18.37761,17.87916,17.55396,17.34636,GALAXY
24.32625,22.08867,20.78291,19.6368,19.09929,GALAXY
18.81736,17.71881,17.10446,16.65983,16.42963,GALAXY
20.49295,19.72449,19.73781,19.62416,19.41978,QSO
21.11165,19.0177,17.6333,17.1169,16.71112,GALAXY
23.62863,22.37054,21.0966,19.94065,19.52494,GALAXY
20.79271,18.69323,17.35183,16.84549,16.49726,GALAXY
19.84989,18.36333,17.55746,17.14071,16.85808,GALAXY
21.98423,19.8935,18.27407,17.655,17.2683,GALAXY
19.99799,18.52409,17.63352,17.21774,16.93252,GALAXY
18.82689,17.20023,16.41123,16.00857,15.6708,GALAXY
18.14573,16.96264,16.43049,16.11459,15.89755,GALAXY
17.00955,15.25606,14.36861,13.92261,13.58806,GALAXY
20.92278,20.4317,20.18544,20.11189,19.75684,QSO
19.06939,17.96592,17.47399,17.14838,16.98691,GALAXY
20.80029,18.77284,17.62776,17.13797,16.78862,GALAXY
23.19124,21.3266,20.26422,19.43827,19.18245,GALAXY
20.01286,17.99505,16.97949,16.50006,16.10748,GALAXY
19.54141,19.21008,18.98447,18.86052,18.65671,QSO
25.35342,21.25285,19.34588,18.65398,18.27844,GALAXY
22.72587,21.70182,21.92596,21.57008,21.36977,QSO
21.58149,20.66589,19.26001,18.58048,18.19074,GALAXY
22.83947,22.24008,20.77176,19.84399,19.65124,GALAXY
25.92708,21.88228,20.83617,19.80872,19.13015,GALAXY
26.36688,20.95552,19.14751,18.4808,18.1137,GALAXY
22.58587,19.94549,18.29839,17.68068,17.26747,GALAXY
19.70538,18.36764,17.47433,17.05312,16.76801,GALAXY
22.86632,21.45297,20.2633,19.42489,18.9797,GALAXY
23.68063,22.3337,21.18594,20.35016,20.11176,GALAXY
24.3435,20.81404,19.07521,18.44664,18.12584,GALAXY
22.3095,20.16651,18.55383,17.95889,17.55319,GALAXY
23.53924,22.34068,20.68645,19.82286,19.1223,GALAXY
23.03806,21.4541,19.66859,18.87986,18.46674,GALAXY
19.87711,19.24652,19.05825,18.88839,18.71614,QSO
24.64743,22.18843,20.53793,19.64134,19.10154,GALAXY
19.29021,17.35752,16.26587,15.79122,15.41555,GALAXY
25.2982,22.90993,21.21986,19.97414,19.77984,GALAXY
24.68362,22.25636,21.4785,20.69908,21.91681,GALAXY
19.81656,18.61673,17.67527,17.22194,16.94295,GALAXY
23.80666,22.12551,20.33919,19.43172,18.9448,GALAXY
22.66674,21.4349,19.60755,18.88156,18.41357,GALAXY
23.95359,22.1725,20.65809,19.74586,19.16465,GALAXY
20.2095,18.1594,17.15818,16.72265,16.38788,GALAXY
22.09091,19.65821,17.89172,17.27809,16.88244,GALAXY
25.20142,22.14759,20.63347,19.47362,19.07126,GALAXY
24.39329,21.53965,19.6649,18.97515,18.48256,GALAXY
19.95582,19.15323,18.96868,18.88563,18.71945,QSO
23.37834,23.27974,21.07616,19.96569,19.29662,GALAXY
18.56702,16.59925,15.62928,15.14683,14.77559,GALAXY
22.77177,21.54042,19.66641,18.97895,18.5563,GALAXY
24.71018,23.09686,21.21284,19.96969,19.28612,GALAXY
24.07813,22.16381,20.22133,19.35144,18.98556,GALAXY
25.58715,22.07309,20.63328,19.55718,19.19862,GALAXY
24.25417,21.55496,20.25893,19.4799,19.14518,GALAXY
22.8746,20.84993,19.05929,18.4445,18.03056,GALAXY
25.55562,22.15789,20.85476,19.96726,19.3727,GALAXY
18.47461,16.61397,15.66799,15.2302,14.90707,GALAXY
22.53459,19.98026,18.18506,17.57595,17.25956,GALAXY
19.07053,17.10778,16.20586,15.77584,15.47864,GALAXY
19.55696,18.97533,18.52729,18.1106,17.95428,QSO
25.48127,22.09852,20.30547,19.35519,18.96137,GALAXY
18.9936,17.70097,17.19491,16.91113,16.65537,GALAXY
18.32443,16.33716,15.37564,14.94436,14.61045,GALAXY
23.14895,22.03811,20.70222,19.82686,19.55345,GALAXY
20.3714,19.71808,19.78199,19.59819,19.31529,QSO
23.26162,22.82508,20.89599,19.74181,19.05325,GALAXY
23.00546,22.15779,20.51549,19.68672,19.07957,GALAXY
23.77958,22.85894,21.2843,19.96293,19.44058,GALAXY
20.53709,18.26276,16.95326,16.43779,16.12609,GALAXY
23.60245,22.04444,21.37452,21.46026,20.76076,QSO
22.4346,22.87339,21.25452,19.7458,19.37719,GALAXY
23.85303,22.28333,20.54109,19.39751,18.91131,GALAXY
21.93902,20.92925,20.9952,20.90121,20.54469,QSO
26.32188,21.97528,20.18795,19.278,18.85715,GALAXY
21.91104,20.73972,20.70698,20.64001,20.31192,QSO
23.66109,21.99324,20.18856,19.55383,19.31446,QSO
20.72408,18.71999,17.47463,16.96918,16.61725,GALAXY
21.90375,19.99577,19.04395,18.39131,18.00682,GALAXY
23.01209,22.00397,21.88872,21.92127,21.80627,GALAXY
19.42632,17.27069,16.25354,15.77097,15.37393,GALAXY
21.84046,20.5878,18.8788,18.17084,17.76358,GALAXY
24.49078,22.33444,20.5152,19.63928,19.20617,GALAXY
25.90381,21.84747,19.89187,19.01066,18.55057,GALAXY
22.76374,21.208,19.25105,18.64123,18.24256,GALAXY
21.15945,19.16998,17.81562,17.29543,16.88925,GALAXY
17.70432,15.74613,14.86987,14.42458,14.06424,GALAXY
22.63935,19.41869,17.92084,17.30226,16.96644,GALAXY
24.96671,22.45572,20.73732,19.53444,19.15059,GALAXY
23.03683,21.57034,20.11933,19.31334,18.8469,GALAXY
23.01463,22.7169,20.93219,19.89011,19.54714,GALAXY
25.23538,23.02178,21.18806,19.96715,19.54795,GALAXY
20.7723,19.10651,18.07947,17.58338,17.16549,GALAXY
21.22725,19.12397,17.82336,17.27613,16.90522,GALAXY
24.38267,21.95568,20.3246,19.40898,18.93964,GALAXY
19.5986,18.45238,17.77254,17.36273,17.11925,GALAXY
17.28569,15.84209,15.14465,14.73714,14.47628,GALAXY
19.4964,19.12073,18.89048,18.68028,18.52148,QSO
22.39881,21.52775,19.72001,18.91125,18.46296,GALAXY
25.48977,22.40139,20.75629,19.74708,19.37376,GALAXY
22.65004,20.44363,18.80767,18.1858,17.87581,GALAXY
22.66955,22.87825,21.20448,20.07669,19.60998,GALAXY
22.96514,19.61868,18.13533,17.58364,17.25299,GALAXY
20.63248,18.54212,17.2472,16.72938,16.34702,GALAXY
22.2905,19.63256,18.18503,17.632,17.29036,GALAXY
22.58908,19.50913,17.95056,17.39425,16.9957,GALAXY
20.27736,18.29539,17.3333,16.82796,16.46825,GALAXY
21.93303,22.62206,20.56076,19.65854,19.27779,GALAXY
21.17485,20.54869,20.32471,20.22683,20.1597,QSO
22.11745,21.36264,20.43643,19.7161,19.66604,GALAXY
19.54478,19.28163,19.31095,18.68833,18.65722,QSO
22.26702,19.75754,18.29932,17.68255,17.25501,GALAXY
20.05171,18.86404,17.54197,17.02667,16.64669,GALAXY
22.74311,22.68532,20.72583,19.78343,19.22836,GALAXY
19.34449,17.45448,16.65555,16.22769,15.92134,GALAXY
25.08638,22.41917,20.81636,19.72699,19.1438,GALAXY
23.67857,22.01061,20.25482,19.29521,18.87547,GALAXY
19.50468,18.32009,17.74913,17.3817,17.17192,GALAXY
19.99536,17.9065,16.75257,16.28327,15.88256,GALAXY
23.96094,22.19656,20.50485,19.61843,19.21734,GALAXY
23.99704,22.13878,20.49167,19.29559,18.88291,GALAXY
19.68676,18.44378,17.74027,17.29751,17.05091,GALAXY
20.0934,19.52704,18.58489,18.36316,17.75649,QSO
20.27189,18.8285,17.96271,17.40274,17.13938,GALAXY
23.46885,21.99113,20.2981,19.19997,18.63725,GALAXY
20.14941,19.87296,19.71692,19.49034,19.5737,QSO
20.31723,18.55661,17.67433,17.25041,16.94137,GALAXY
21.43867,20.99766,20.55195,20.75491,20.48666,QSO
18.39272,18.17264,17.98058,17.90662,17.92487,QSO
26.14653,22.45778,20.46875,19.48273,18.94997,GALAXY
20.62447,18.53564,17.39702,16.88487,16.48659,GALAXY
19.5036,18.19053,17.54889,17.13449,16.89721,GALAXY
19.96972,18.23894,17.25942,16.80704,16.51495,GALAXY
19.29598,17.50388,16.56153,16.11417,15.72527,GALAXY
25.92314,22.50084,20.63299,19.76315,19.33927,GALAXY
23.50362,22.94592,21.02797,19.5477,19.95826,GALAXY
19.13747,17.63746,16.88641,16.4661,16.15656,GALAXY
19.32881,19.05644,18.88301,18.96749,18.83803,QSO
20.80407,18.75208,17.83679,17.44363,17.1514,GALAXY
20.99587,18.4215,17.16788,16.64412,16.24426,GALAXY
24.15902,22.71733,21.00345,20.01557,19.5896,GALAXY
23.78902,22.64891,20.98579,19.74238,19.2343,GALAXY
20.68701,19.85262,19.86969,19.7128,19.27597,QSO
24.05424,21.5717,19.67003,18.98238,18.48211,GALAXY
25.26111,22.05081,20.55906,19.66855,19.18555,GALAXY
20.52186,18.2888,17.14265,16.6623,16.27959,GALAXY
24.66037,22.03735,20.13826,19.30231,18.93174,GALAXY
18.38444,18.07588,17.83188,17.55125,17.51858,QSO
22.53012,21.50805,21.20634,21.18608,20.49554,QSO
26.26521,21.78825,20.51745,20.13522,20.03546,QSO
23.95352,22.09622,20.45333,19.59975,19.05118,GALAXY
23.74821,21.913,20.7127,19.88086,19.90687,GALAXY
23.31092,22.35365,20.69889,19.59301,19.21176,GALAXY
21.08179,18.82144,17.69869,17.23256,16.90564,GALAXY
24.06279,22.44429,20.62372,19.76158,18.95547,GALAXY
26.76457,20.54315,18.77594,18.12395,17.66534,GALAXY
23.89062,20.84273,19.008,18.38329,17.97252,GALAXY
20.59361,18.82862,17.39633,16.85308,16.46345,GALAXY
22.87444,21.83228,21.04162,19.90547,19.48411,GALAXY
20.99719,20.66301,20.2316,20.4088,19.804,GALAXY
22.62901,21.20753,19.38781,18.69719,18.20697,GALAXY
20.39881,18.6467,17.80351,17.3987,17.0994,GALAXY
21.9356,20.75152,19.02676,18.41003,18.10639,GALAXY
21.66104,21.07911,21.01253,21.07373,20.49573,QSO
19.89465,18.4225,17.65626,17.2719,16.98977,GALAXY
25.39639,22.70294,20.65419,19.6554,19.30729,GALAXY
21.52813,19.3041,17.97347,17.39466,16.9286,GALAXY
25.40568,24.17793,21.01593,19.82208,19.35131,GALAXY
19.70013,18.28622,17.61821,17.226,16.93809,GALAXY
19.48557,17.80063,16.85996,16.4123,16.04538,GALAXY
21.05606,19.16927,17.85838,17.32962,16.97201,GALAXY
19.13751,18.77555,18.6951,18.79952,18.71408,QSO
22.51913,22.82958,20.78761,19.63148,19.04247,GALAXY
18.99732,17.1823,16.40305,15.87969,15.62091,QSO
22.86427,21.28953,19.3378,18.70181,18.22607,GALAXY
20.03181,19.75917,19.67606,19.46919,19.22956,QSO
21.72039,19.51564,18.10269,17.53632,17.20179,GALAXY
20.61794,19.88484,19.84839,19.82722,19.57514,QSO
